Sensor1,Sensor2,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor3
264.41846,197.3558154,25.2883692,211.3061251,39.8242377,22.074593,175.2812224,149.9928532
264.13412,197.3586588,25.2826824,211.3083051,39.8178134,22.068222,175.2904368,150.0077544
264.2609,197.357391,25.285218,211.3073331,39.8175145,22.074226,175.283165,149.997947
264.15723,197.3584277,25.2831446,211.3081279,39.79724735,22.089828,175.2685997,149.9854551
264.45935,197.3554065,25.289187,211.3058117,39.62249875,22.278172,175.0772345,149.7880475
264.64194,197.3535806,25.2928388,211.3044118,39.3633803,22.545507,174.8080736,149.5152348
264.20395,197.3579605,25.284079,211.3077697,39.61984075,22.269337,175.0886235,149.8045445
264.34326,197.3565674,25.2868652,211.3067017,39.5472127,22.348234,175.0083334,149.7214682
264.0554,197.359446,25.281108,211.3089086,39.80548,22.077013,175.282433,150.001325
263.44064,197.3655936,25.2688128,211.3136218,39.7289478,22.125881,175.2397126,149.9708998
262.97006,197.3702994,25.2594012,211.3172295,39.6894857,22.144167,175.2261324,149.9667312
263.5269,197.364731,25.270538,211.3129604,39.6837835,22.174927,175.189804,149.919266
263.88458,197.3611542,25.2776916,211.3102182,39.5831041,22.291702,175.0694522,149.7917606
263.4025,197.365975,25.26805,211.3139142,40.0591275,21.793985,175.57199,150.30394
263.50006,197.3649994,25.2700012,211.3131662,39.8941637,21.963339,175.4016604,150.1316592
262.22272,197.3777728,25.2444544,211.3229591,39.7830144,22.017008,175.3607648,150.1163104
262.72427,197.3727573,25.2544854,211.3191139,39.81948715,22.003105,175.3696523,150.1151669
263.0687,197.369313,25.261374,211.3164733,39.4090355,22.429056,174.940257,149.678883
263.19464,197.3680536,25.2638928,211.3155078,39.6844738,22.159285,175.2087686,149.9448758
261.83835,197.3816165,25.236767,211.325906,39.60891075,22.173815,175.2078015,149.9710345
263.01593,197.3698407,25.2603186,211.3168779,39.50164685,22.33407,175.0357707,149.7754521
262.86026,197.3713974,25.2572052,211.3180713,39.7233577,22.105354,175.2660434,150.0088382
263.9725,197.360275,25.27945,211.3095442,39.9057285,21.973034,175.387241,150.107791
264.09985,197.3590015,25.281997,211.3085678,39.68409225,22.200401,175.1586005,149.8766035
263.5838,197.364162,25.271676,211.3125242,39.500815,22.360456,175.003706,149.73203
260.9571,197.390429,25.219142,211.3326622,39.5164445,22.226625,175.163804,149.944662
261.04236,197.3895764,25.2208472,211.3320086,39.2226852,22.524221,174.8653554,149.6445082
261.04236,197.3895764,25.2208472,211.3320086,39.1540702,22.592836,174.7967404,149.5758932
261.05185,197.3894815,25.221037,211.3319358,39.08607825,22.661255,174.7282265,149.5071895
260.92957,197.3907043,25.2185914,211.3328733,39.24942165,22.492409,174.8982953,149.6797039
261.16574,197.3883426,25.2233148,211.3310627,39.1242903,22.628168,174.7601746,149.5368598
261.64255,197.3835745,25.232851,211.3274071,39.72114175,22.052773,175.3308015,150.0979505
261.9876,197.380124,25.239752,211.3247617,39.519426,22.270016,175.110108,149.870356
261.59402,197.3840598,25.2318804,211.3277792,39.4073379,22.364393,175.0196668,149.7877864
261.6341,197.383659,25.232682,211.3274719,39.5091645,22.26437,175.119289,149.886607
261.68796,197.3831204,25.2337592,211.327059,39.3212382,22.45472,174.9284004,149.6946412
261.66064,197.3833936,25.2332128,211.3272684,39.5601958,22.214533,175.1688606,149.9356478
261.85516,197.3814484,25.2371032,211.3257771,39.6690012,22.114481,175.2669674,150.0298642
261.6774,197.383226,25.233548,211.3271399,40.038973,21.73651,175.646716,150.413168
261.66064,197.3833936,25.2332128,211.3272684,39.8635008,21.911228,175.4721656,150.2389528
261.54446,197.3845554,25.2308892,211.3281591,39.9095667,21.859934,175.5246214,150.2937322
261.3786,197.386214,25.227572,211.3294307,39.827232,21.934805,175.451409,150.223837
261.12665,197.3887335,25.222533,211.3313624,39.58376225,22.166937,175.2217965,149.9992635
260.8876,197.391124,25.217752,211.3331951,39.574014,22.165928,175.225196,150.007444
261.38168,197.3861832,25.2276336,211.3294071,40.4085706,21.353605,176.0325782,150.8049446
261.3309,197.386691,25.226618,211.3297964,40.2366095,21.523281,175.86341,150.636792
261.04605,197.3895395,25.220921,211.3319803,40.61719225,21.12988,176.2596595,151.0387385
260.7595,197.392405,25.21519,211.3341772,40.2576895,21.476488,175.915917,150.700727
260.13467,197.3986533,25.2026934,211.3389675,40.49403715,21.212023,176.1866303,150.9839369
260.5981,197.394019,25.211962,211.3354146,40.5596765,21.167238,176.226781,151.014819
260.2566,197.397434,25.205132,211.3380327,40.486405,21.225142,176.172292,150.96716
260.34573,197.3965427,25.2069146,211.3373494,40.44628385,21.269274,176.1272687,150.9203541
260.42834,197.3957166,25.2085668,211.3367161,40.4992453,21.22003,176.1756866,150.9671198
260.38925,197.3961075,25.207785,211.3370158,39.92863325,21.788883,175.6072245,150.3994395
260.66766,197.3933234,25.2133532,211.3348813,39.8931707,21.836874,175.5564494,150.3430962
260.30545,197.3969455,25.206109,211.3376582,39.52034225,22.193403,175.2035425,149.9974335
259.94797,197.4005203,25.1989594,211.3403989,39.48402965,22.213629,175.1868913,149.9879319
260.70676,197.3929324,25.2141352,211.3345815,39.7530942,21.97871,175.4142224,150.2000872
260.85513,197.3914487,25.2171026,211.333444,39.71614785,22.022333,175.3691157,150.1520131
260.46268,197.3953732,25.2092536,211.3364528,40.5348276,21.185993,176.2093802,151.0001266
260.5048,197.394952,25.210096,211.3361299,40.143029,21.579687,175.815265,150.605169
260.68945,197.3931055,25.213789,211.3347142,40.44810825,21.282917,176.1101885,150.8963995
260.6689,197.393311,25.213378,211.3348718,40.6194185,21.110682,176.282629,151.069251
261.02792,197.3897208,25.2205584,211.3321193,40.7123644,21.033892,176.3558288,151.1352704
260.63794,197.3936206,25.2127588,211.3351091,40.4960573,21.23265,176.1609706,150.9482118
260.84656,197.3915344,25.2169312,211.3335097,40.4642842,21.273811,176.1177234,150.9007922
260.61182,197.3938818,25.2122364,211.3353094,40.3422219,21.38531,176.0085718,150.7963354
260.39117,197.3960883,25.2078234,211.337001,40.32832465,21.389278,176.0068103,150.7989869
260.6932,197.393068,25.213864,211.3346855,40.405766,21.325428,176.06764,150.853776
260.50998,197.3949002,25.2101996,211.3360902,40.2600411,21.462908,175.9319922,150.7217926
260.74332,197.3925668,25.2148664,211.3343012,40.3060394,21.42741,175.9651568,150.7502904
260.84753,197.3915247,25.2169506,211.3335023,40.02018885,21.71795,175.6735747,150.4566241
260.8133,197.391867,25.216266,211.3337647,39.5807915,22.155807,175.23606,150.019794
260.84106,197.3915894,25.2168212,211.3335519,39.3428757,22.394972,174.9966174,149.7797962
260.6157,197.393843,25.212314,211.3352796,39.3242505,22.403456,174.990387,149.778073
260.3465,197.396535,25.20693,211.3373435,38.8169825,22.89861,174.497925,149.290995
260.35352,197.3964648,25.2070704,211.3372897,38.9655284,22.75038,174.6460848,149.4390144
260.29446,197.3970554,25.2058892,211.3377425,39.1405027,22.572748,174.8243074,149.6184182
260.6826,197.393174,25.213652,211.3347667,38.686859,23.043858,174.349316,149.135664
259.42822,197.4057178,25.1885644,211.3443836,38.9650619,22.709208,174.6965098,149.5079454
260.10165,197.3989835,25.202033,211.3392207,38.98138625,22.723188,174.6757955,149.4737625
260.4765,197.395235,25.20953,211.3363468,38.8895545,22.831888,174.563347,149.353817
260.82605,197.3917395,25.216521,211.333667,39.25019525,22.486977,174.9047625,149.6882415
262.3676,197.376324,25.247352,211.3218484,39.004885,22.801657,174.574667,149.327315
263.52493,197.3647507,25.2704986,211.3129755,39.56631185,22.29231,175.0724407,149.8019421
262.54855,197.3745145,25.250971,211.3204611,40.05341775,21.761267,175.6132475,150.3622765
262.75848,197.3724152,25.2551696,211.3188517,39.4200716,22.40406,174.9683552,149.7131856
263.023,197.36977,25.26046,211.3168237,38.829205,23.00683,174.36294,149.10248
262.5479,197.374521,25.250958,211.3204661,38.8336555,22.981,174.393521,149.142563
263.56247,197.3643753,25.2712494,211.3126877,38.74818815,23.112123,174.2522523,148.9810029
262.80176,197.3719824,25.2560352,211.3185198,38.6993832,23.126696,174.2452864,148.9892512
262.68774,197.3731226,25.2537548,211.319394,39.4123633,22.408585,174.9645376,149.7107828
262.86624,197.3713376,25.2573248,211.3180255,39.2970688,22.531912,174.8394256,149.5821008
262.6806,197.373194,25.253612,211.3194487,39.190735,22.629892,174.743302,149.48969
263.00574,197.3699426,25.2601148,211.316956,39.5743943,22.260864,175.1090786,149.8489638
262.7168,197.372832,25.254336,211.3191712,39.313429,22.508827,174.864005,149.609669
262.63785,197.3736215,25.252757,211.3197765,39.28865725,22.530046,174.8435755,149.5908185
262.4308,197.375692,25.248616,211.3213639,39.687256,22.12213,175.253562,150.004946
262.61502,197.3738498,25.2523004,211.3199515,39.6630359,22.15464,175.2192098,149.9669094
262.44553,197.3755447,25.2489106,211.3212509,39.69014385,22.119905,175.2556397,150.0067291
262.51,197.3749,25.2502,211.3207567,39.712398,22.100552,175.274348,150.024148
262.39993,197.3760007,25.2479986,211.3216005,40.06862985,21.739367,175.6366337,150.3886351
266.48474,197.3351526,25.3296948,211.2902837,40.4268333,21.56498,175.7701726,150.4404778
265.7621,197.342379,25.315242,211.2958239,40.5487375,21.410557,175.931822,150.61658
264.4088,197.355912,25.288176,211.3061992,40.41746,21.480936,175.874976,150.5868
264.39215,197.3560785,25.287843,211.3063269,40.61183675,21.28581,176.0702685,150.7824255
263.5173,197.364827,25.270346,211.313034,40.6826405,21.175638,176.189189,150.918843
261.35748,197.3864252,25.2271496,211.3295927,40.5221586,21.238928,176.1474972,150.9203476
261.44687,197.3855313,25.2289374,211.3289073,40.59848115,21.166628,176.2189033,150.9899659
263.58374,197.3641626,25.2716748,211.3125247,41.1144783,20.74679,176.6173726,151.3456978
263.93842,197.3606158,25.2787684,211.3098054,41.7013539,20.175875,177.1847408,151.9059724
263.4357,197.365643,25.268714,211.3136596,41.9791815,19.875425,177.490218,152.221504
264.45932,197.3554068,25.2891864,211.3058119,41.6400644,20.260605,177.0948018,151.8056154
263.7152,197.362848,25.274304,211.3115168,41.64555,20.221634,177.141214,151.86691
263.11288,197.3688712,25.2622576,211.3161346,39.5228936,22.317186,175.0516852,149.7894276
263.1496,197.368504,25.262992,211.3158531,39.147026,22.694706,174.673798,149.410806
263.16327,197.3683673,25.2632654,211.3157483,39.02854715,22.8138,174.5545673,149.2913019
262.69376,197.3730624,25.2538752,211.3193478,39.3439602,22.477259,174.8958034,149.6419282
262.73825,197.3726175,25.254765,211.3190068,39.23132125,22.5919,174.7807175,149.5259525
263.20126,197.3679874,25.2640252,211.315457,39.2256887,22.618368,174.7496194,149.4855942
262.63818,197.3736182,25.2527636,211.319774,39.3877831,22.430935,174.9426832,149.6899196
262.6394,197.373606,25.252788,211.3197646,39.308376,22.510397,174.863209,149.610421
261.98584,197.3801416,25.2397168,211.3247752,39.4584528,22.33091,175.0492316,149.8095148
262.01584,197.3798416,25.2403168,211.3245452,39.3453488,22.445364,174.9344776,149.6941608
262.281,197.37719,25.24562,211.3225123,39.426085,22.37656,175.00063,149.75501
262.569,197.37431,25.25138,211.3203043,39.974369,21.841236,175.533074,150.281694
262.31567,197.3768433,25.2463134,211.3222465,39.55499315,22.249212,175.1276313,149.8813179
262.71506,197.3728494,25.2543012,211.3191845,39.5355477,22.28663,175.0862194,149.8319182
262.85095,197.3714905,25.257019,211.3181427,39.50539575,22.322897,175.0485935,149.7915745
262.96994,197.3703006,25.2593988,211.3172305,39.1894513,22.644196,174.7261046,149.4667058
263.0734,197.369266,25.261468,211.3164373,39.181034,22.657269,174.711997,149.450529
263.0652,197.369348,25.261304,211.3165001,39.642118,22.195816,175.173532,149.912228
263.13016,197.3686984,25.2626032,211.3160021,39.5113492,22.329508,175.0391904,149.7765872
263.43204,197.3656796,25.2686408,211.3136877,39.6377918,22.21665,175.1490296,149.8803888
262.96335,197.3703665,25.259267,211.317281,39.57561875,22.257732,175.1126345,149.8533675
263.67557,197.3632443,25.2735114,211.3118206,39.62347265,22.241928,175.1213163,149.8478049
263.49277,197.3650723,25.2698554,211.3132221,40.30059365,21.556581,175.8084913,150.5386359
263.3082,197.366918,25.266164,211.3146371,40.203996,21.644873,175.722045,150.455881
263.9706,197.360294,25.279412,211.3095587,40.509031,21.369646,175.990648,150.711236
264.36127,197.3563873,25.2872254,211.3065636,40.15287915,21.743378,175.6130093,150.3257839
264.11502,197.3588498,25.2823004,211.3084515,40.2344289,21.650747,175.7081028,150.4258024
264.05316,197.3594684,25.2810632,211.3089258,40.3650662,21.517326,175.8421424,150.5610792
264.55634,197.3544366,25.2911268,211.3050681,40.2031783,21.701857,175.6525796,150.3614528
264.38373,197.3561627,25.2876746,211.3063914,39.55701785,22.34025,175.0159127,149.7282381
264.1174,197.358826,25.282348,211.3084333,39.806067,22.079216,175.27961,149.997262
264.10324,197.3589676,25.2820648,211.3085418,39.6199228,22.264723,175.0942446,149.8121798
263.98883,197.3601117,25.2797766,211.309419,39.74702435,22.132473,175.2276387,149.9478621
265.03137,197.3496863,25.3006274,211.3014262,39.73037465,22.196037,175.1536493,149.8530219
264.3396,197.356604,25.286792,211.3067297,39.748472,22.14681,175.209794,149.923002
264.58655,197.3541345,25.291731,211.3048365,39.61366775,22.292727,175.0614075,149.7696765
265.1363,197.348637,25.302726,211.3006217,39.8677195,22.063414,175.285223,149.982497
264.9989,197.350011,25.299978,211.3016751,39.6136615,22.311289,175.038722,149.738744
264.69812,197.3530188,25.2939624,211.3039811,39.4733354,22.43808,174.9149388,149.6209764
264.5896,197.354104,25.291792,211.3048131,39.717285,22.189247,175.164857,149.873065
264.83057,197.3516943,25.2966114,211.3029656,39.48299065,22.434385,174.9173093,149.6206979
263.92963,197.3607037,25.2785926,211.3098728,39.45156735,22.425266,174.9354377,149.6568451
262.7511,197.372489,25.255022,211.3189082,39.6112155,22.212584,175.159905,149.904883
262.79807,197.3720193,25.2559614,211.3185481,39.53668815,22.289225,175.0827943,149.8268329
263.17892,197.3682108,25.2635784,211.3156283,39.6195994,22.223452,175.1447588,149.8811804
262.50125,197.3749875,25.250025,211.3208238,39.46167125,22.350885,175.0241025,149.7740775
262.43207,197.3756793,25.2486414,211.3213541,39.54101615,22.268427,175.1072523,149.8586109
262.6722,197.373278,25.253444,211.3195131,39.432459,22.38779,174.985488,149.732044
263.27737,197.3672263,25.2655474,211.3148735,39.86530565,21.982176,175.3850503,150.1195029
263.55118,197.3644882,25.2710236,211.3127743,39.9423531,21.91745,175.4470382,150.1760146
263.36276,197.3663724,25.2672552,211.3142188,39.6620102,22.189314,175.1770584,149.9098032
263.44983,197.3655017,25.2689966,211.3135513,39.31120735,22.544035,174.8214667,149.5524701
263.81055,197.3618945,25.276211,211.3107858,39.02540775,22.846067,174.5158275,149.2396165
263.42923,197.3657077,25.2685846,211.3137092,39.18717435,22.667141,174.6985667,149.4299821
263.3582,197.366418,25.267164,211.3142538,39.207999,22.64312,174.723298,149.456134
263.5446,197.364554,25.270892,211.3128247,39.257002,22.602505,174.762049,149.491157
262.95187,197.3704813,25.2590374,211.317369,39.30615615,22.526678,174.8438033,149.5847659
263.88358,197.3611642,25.2776716,211.3102259,39.3538311,22.52093,174.8402342,149.5625626
263.37378,197.3662622,25.2674756,211.3141344,39.4278091,22.424011,174.9422512,149.6747756
262.46445,197.3753555,25.249289,211.3211059,39.37603425,22.434866,174.9404895,149.6912005
262.27783,197.3772217,25.2455566,211.3225366,39.43876735,22.363735,175.0134867,149.7679301
262.5628,197.374372,25.251256,211.3203519,39.341714,22.473612,174.90076,149.649504
263.26813,197.3673187,25.2653626,211.3149443,39.55094085,22.296125,175.0711937,149.8058311
263.36362,197.3663638,25.2672724,211.3142122,39.6266539,22.224709,175.1416548,149.8743824
264.23245,197.3576755,25.284649,211.3075512,39.71810225,22.172358,175.1853175,149.9006685
263.88486,197.3611514,25.2776972,211.3102161,39.5647467,22.310072,175.0510794,149.7733822
261.74136,197.3825864,25.2348272,211.3266496,39.3827142,22.395647,174.9869394,149.7521122
261.86856,197.3813144,25.2373712,211.3256744,39.1893112,22.594774,174.7865404,149.5491692
261.6092,197.383908,25.232184,211.3276628,39.239939,22.532475,174.851433,149.619249
261.5002,197.384998,25.230004,211.3284985,39.473262,22.294247,175.090751,149.860747
261.82242,197.3817758,25.2364484,211.3260281,39.3982919,22.383717,174.9980588,149.7616104
261.87173,197.3812827,25.2374346,211.3256501,38.91115385,22.873074,174.5082087,149.2707741
262.24167,197.3775833,25.2448334,211.3228139,39.18002015,22.620855,174.7567283,149.5118949
262.44693,197.3755307,25.2489386,211.3212402,39.27270685,22.537405,174.8381257,149.5891871
262.4637,197.375363,25.249274,211.3211116,38.9045265,22.90634,174.469023,149.219749
262.62302,197.3737698,25.2524604,211.3198902,39.0543359,22.7637,174.6100698,149.3576094
262.6596,197.373404,25.253192,211.3196097,39.121665,22.698017,174.675387,149.422195
262.53677,197.3746323,25.2507354,211.3205514,39.03403165,22.780123,174.5945093,149.3437739
262.47827,197.3752173,25.2495654,211.3209999,39.09300915,22.718513,174.6567043,149.4071389
262.38223,197.3761777,25.2476446,211.3217362,38.95247135,22.854729,174.5214487,149.2738041
262.2514,197.377486,25.245028,211.3227393,39.06616,22.735153,174.642333,149.397305
262.534,197.37466,25.25068,211.3205727,39.111737,22.702293,174.672367,149.421687
262.83438,197.3716562,25.2566876,211.3182698,39.0171831,22.810364,174.5612922,149.3046046
263.06738,197.3693262,25.2613476,211.3164834,38.8795381,22.958494,174.4108322,149.1494846
262.45834,197.3754166,25.2491668,211.3211527,39.6012613,22.209364,175.1660526,149.9168858
262.75418,197.3724582,25.2550836,211.3188846,39.1469251,22.677013,174.6954452,149.4403616
263.0292,197.369708,25.260584,211.3167761,38.437484,23.39883,173.970878,148.710294
262.80075,197.3719925,25.256015,211.3185276,39.16854975,22.657484,174.7145085,149.4584935
262.33252,197.3766748,25.2466504,211.3221173,38.8069704,22.997993,174.3786818,149.1320314
262.30197,197.3769803,25.2460394,211.3223516,38.58170465,23.221884,174.1550963,148.9090569
262.57712,197.3742288,25.2515424,211.3202421,39.5055154,22.310455,175.0637738,149.8122314
263.73624,197.3626376,25.2747248,211.3113555,39.0222698,22.845861,174.5167766,149.2420518
264.50458,197.3549542,25.2900916,211.3054649,38.8605921,23.042114,174.3128402,149.0227486
263.3027,197.366973,25.266054,211.3146793,39.2132225,22.635399,174.731574,149.46552
263.52094,197.3647906,25.2704188,211.3130061,39.3802663,22.478176,174.8866146,149.6161958
263.33908,197.3666092,25.2667816,211.3144004,39.0449476,22.805311,174.5612982,149.2945166
262.99133,197.3700867,25.2598266,211.3170665,39.03887585,22.795734,174.5743527,149.3145261
263.30438,197.3669562,25.2660876,211.3146664,38.8270851,23.021612,174.3453442,149.0792566
263.28223,197.3671777,25.2656446,211.3148362,38.48033135,23.367369,173.9998087,148.7341641
262.82578,197.3717422,25.2565156,211.3183357,38.3809591,23.446201,173.9255412,148.6690256
263.31357,197.3668643,25.2662714,211.314596,38.37743065,23.47168,173.8951843,148.6289129
263.66525,197.3633475,25.273305,211.3118998,38.44972725,23.415209,173.9481385,148.6748335
263.2916,197.367084,25.265832,211.3147644,38.481104,23.367018,174.000066,148.734234
263.184,197.36816,25.26368,211.3155893,40.622468,21.220812,176.147348,150.883668
263.4463,197.365537,25.268926,211.3135784,39.8862535,21.96883,175.396707,150.127781
262.9192,197.370808,25.258384,211.3176195,39.621416,22.209948,175.16086,149.902476
262.94342,197.3705658,25.2588684,211.3174338,39.3660999,22.466354,174.9042118,149.6453434
262.55383,197.3744617,25.2510766,211.3204206,39.05720535,22.757717,174.6167447,149.3656681
262.8519,197.371481,25.257038,211.3181354,38.8007135,23.027622,174.343859,149.086821
263.12943,197.3687057,25.2625886,211.3160077,38.53756735,23.303257,174.0654487,148.8028601
262.32477,197.3767523,25.2464954,211.3221768,38.96923565,22.835379,174.5413733,149.2948779
265.01163,197.3498837,25.3002326,211.3015775,38.37749435,23.548029,173.8018547,148.5016221
264.03403,197.3596597,25.2806806,211.3090724,38.59933535,23.282196,174.0774637,148.7967831
263.72543,197.3627457,25.2745086,211.3114384,38.44613435,23.42151,173.9412357,148.6667271
263.85437,197.3614563,25.2770874,211.3104498,38.21702665,23.65642,173.7050363,148.4279489
263.94968,197.3605032,25.2789936,211.3097191,38.5148956,23.36284,173.9976632,148.7186696
263.66437,197.3633563,25.2732874,211.3119065,38.43356665,23.43133,173.9320263,148.6587389
264.77322,197.3522678,25.2954644,211.3034053,38.4067249,23.50807,173.8441978,148.5487334
264.9986,197.350014,25.299972,211.3016774,38.443598,23.481339,173.868675,148.568703
264.54086,197.3545914,25.2908172,211.3051867,38.4834487,23.42089,173.9337014,148.6428842
264.2311,197.357689,25.284622,211.3075616,38.5149955,23.375404,173.982285,148.697663
264.48608,197.3551392,25.2897216,211.3056067,38.4878116,23.414062,173.9410772,148.6513556
263.9231,197.360769,25.278462,211.3099229,38.3276445,23.548895,173.811874,148.533412
264.48218,197.3551782,25.2896436,211.3056366,38.5124311,23.389267,173.9659112,148.6762676
264.38666,197.3561334,25.2877332,211.3063689,38.5719397,23.32546,174.0306734,148.7429402
263.76108,197.3623892,25.2752216,211.3111651,38.3644136,23.504835,173.8575542,148.5823326
264.56357,197.3543643,25.2912714,211.3050126,38.37937065,23.52599,173.8283743,148.5371029
264.36072,197.3563928,25.2872144,211.3065678,38.4287604,23.467472,173.8889208,148.6017064
264.10132,197.3589868,25.2820264,211.3085565,38.4837224,23.400837,173.9581498,148.6761234
266.54547,197.3345453,25.3309094,211.2898181,38.59903815,23.395508,173.9390373,148.6081279
267.31293,197.3268707,25.3462586,211.2839342,38.47937785,23.549704,173.7771667,148.4309081
268.10574,197.3189426,25.3621148,211.277856,38.5965503,23.468208,173.8507346,148.4886198
266.05957,197.3394043,25.3211914,211.2935433,38.26879065,23.70389,173.6355143,148.3143229
267.02496,197.3297504,25.3404992,211.286142,38.8889792,23.127144,174.2026064,148.8621072
